C1	C2	C3	C4	C5	C6	C7	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	AD1	AD2	AD3	AD4	AD5	AD7	AD8	AD9	AD11	AD12	AD13	AD14	AD15	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD28	AD29	AD30	AD31	AD34	AD35	AD36	AD37	AD39	AD40	AD41	AD42	AD43	AD44	AD45	AD46	AD47	AD48
miR-686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-689	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	1	15	0	0
miR-690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-696	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-697	96	44	113	32	29	45	9	94	93	75	53	31	78	36	13	51	108	92	123	48	132	42	83	23	94	29	86	327	218	18	121	114	115	708	74	322	202	239	69	54	806	157	34	126	21	124	228	0	125	115	16	13	18	229	10	140	196	78	90	33	156	115	56
miR-698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-701	2	1	0	1	2	1	0	2	0	1	0	1	1	2	0	1	0	0	2	1	0	0	0	0	1	0	0	3	1	0	0	0	1	2	0	1	0	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
miR-702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-703	1	3	5	0	0	18	0	23	6	3	5	0	4	9	1	8	10	12	25	11	1	1	5	1	5	3	2	11	6	0	3	1	1	15	2	31	18	15	2	0	36	7	0	39	1	5	0	0	2	1	0	0	0	9	0	3	7	4	2	2	9	1	0
miR-704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-706	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	2	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
miR-707	3	5	3	4	0	0	0	1	1	0	1	1	2	1	0	2	2	2	2	0	0	1	1	1	6	0	1	20	2	0	1	0	1	14	0	10	11	9	0	2	8	2	0	13	0	2	9	0	2	1	0	0	0	3	1	2	1	0	1	1	2	3	0
miR-708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
miR-709	11	10	13	16	5	19	7	8	6	11	32	15	34	16	7	14	13	29	32	8	24	14	27	6	27	10	8	29	18	5	28	23	11	115	13	28	10	28	8	12	145	39	5	7	3	23	36	1	23	22	4	2	1	36	0	33	28	21	23	13	21	30	17
miR-710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
miR-711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-712	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-716	40	6	4	3	11	28	6	15	9	10	36	12	80	9	6	43	307	536	1340	56	7	7	3	19	244	15	14	335	15	4	32	13	23	301	3	1287	557	121	9	6	396	305	24	102	7	98	53	0	27	17	19	14	6	311	0	23	53	3	91	3	55	54	12
miR-717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-719	2	4	1	1	0	2	1	2	1	1	2	0	0	1	0	1	5	5	11	1	3	0	1	1	2	0	0	4	5	0	3	1	2	9	0	9	6	8	1	0	18	8	3	0	0	2	1	0	4	1	2	0	0	11	0	8	3	2	2	2	3	2	1
miR-720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-721	1	0	0	0	0	0	1	1	1	0	1	2	1	1	0	0	1	0	1	1	0	0	2	0	0	0	0	1	1	0	1	0	0	4	0	0	1	2	0	1	2	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
miR-722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-723	15	9	4	1	1	4	1	7	1	1	5	0	6	0	0	1	5	2	6	3	0	4	2	1	3	1	0	35	1	0	1	1	6	26	1	24	19	14	3	0	91	1	0	7	0	22	3	0	10	0	0	0	0	13	0	4	17	1	0	0	10	9	9
miR-724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-729	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-730	999	8	373	7	119	72	152	24	323	13	554	274	585	268	977	41	2628	13667	338	18	284	10	266	24	7185	17	1069	2962	1364	398	55	54	111	12594	28	557	289	844	784	224	280	576	57	23	24	2488	70	29	648	19	36	978	16	8893	7	26	675	39	2411	174	158	648	34
miR-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-734	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	0
miR-735	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-737	0	0	0	0	1	2	0	3	0	0	2	0	4	0	0	1	1	2	3	1	1	0	0	2	3	6	0	9	1	1	1	0	2	6	1	1	1	1	4	0	9	2	1	2	0	2	3	0	2	1	0	1	1	5	0	0	3	0	0	1	7	0	0
miR-738	1	0	0	2	0	0	0	0	1	0	1	0	5	1	1	2	0	1	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	29	1	4	4	7	0	1	8	1	1	1	0	1	0	0	0	1	0	0	0	2	0	1	3	0	3	0	1	1	0
miR-739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-741	0	0	0	1	0	1	0	0	0	0	2	0	3	0	1	0	1	2	1	0	0	0	0	1	2	1	3	0	0	0	1	0	2	8	0	0	0	1	0	0	4	0	0	2	1	3	3	0	0	0	2	1	0	2	0	1	3	2	0	0	1	0	1
miR-742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-743	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	4	0	0	0	1	1	0	1	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1
miR-744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
miR-745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
miR-746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-747	5143	2228	3858	565	1369	3294	746	5629	3773	2373	2945	1860	10724	2366	2079	2479	8102	8297	9484	4044	5008	2634	3358	1733	7666	3159	7885	14683	7329	1153	6277	4653	8335	31027	4453	12743	7734	10096	6399	3296	33844	13405	2839	5540	2271	5358	6650	59	6275	3165	1255	1524	1861	15142	438	6272	3939	4828	4551	2419	13505	5812	3803
miR-748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-752	5	2	1	2	1	2	2	2	1	1	3	1	2	2	1	1	7	6	7	2	3	1	2	1	4	3	3	5	4	1	4	3	7	34	3	7	9	13	2	0	31	8	4	1	0	1	6	0	2	1	3	2	2	15	1	4	5	0	3	1	10	4	0
miR-753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-754	0	0	0	1	3	0	0	0	1	1	0	1	1	1	0	2	1	1	1	1	0	5	1	1	1	2	1	1	0	1	0	0	1	4	1	1	3	1	0	1	0	1	0	4	0	0	1	0	0	2	0	0	0	1	0	1	0	1	0	1	1	1	0
miR-755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-756	504	433	516	92	30	1115	164	2031	278	131	866	115	1481	877	89	569	424	622	778	582	53	123	69	15	106	21	35	1897	95	15	49	28	34	794	34	2123	846	689	28	21	3390	269	10	2099	3	996	151	11	464	39	19	8	8	222	2	385	1243	46	69	69	407	783	179
miR-757	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
miR-758	9	10	6	8	18	5	6	1	2	0	5	1	9	4	5	6	6	10	17	6	4	15	2	3	7	3	5	3	2	2	15	1	6	57	13	8	6	11	7	5	32	8	2	9	3	3	7	1	6	4	3	4	6	18	0	9	3	0	5	6	8	3	3
miR-759	0	2	3	0	1	0	0	1	1	0	0	0	1	0	2	1	1	0	1	0	2	0	0	0	1	1	1	5	1	0	2	1	2	3	1	1	2	1	1	1	2	0	2	0	1	0	3	1	2	0	1	0	0	2	1	2	0	1	1	0	3	1	0
miR-760	204	234	162	190	198	105	70	101	78	73	83	46	223	85	151	180	173	122	194	114	90	90	61	78	156	209	174	1049	138	81	118	68	183	1031	153	692	344	104	214	233	590	177	64	168	154	131	399	5	85	108	54	80	97	233	44	104	101	91	122	87	159	112	48
miR-761	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
miR-762	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	2	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0
miR-763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	1
miR-764	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
miR-765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-768	718	561	448	652	232	767	294	522	496	509	835	412	765	429	394	618	939	709	880	692	908	447	962	575	1149	1958	1629	3147	1958	500	1396	1181	1566	3327	966	1814	937	787	816	1426	3422	724	816	742	473	661	3206	58	783	1076	294	705	534	2440	345	992	725	1488	871	699	964	1289	454
miR-769	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0	0	0	7	1	0	2	1	0	0	2	0	1	2	3	0	1	1	1	6	0	5	1	3	1	0	11	2	1	0	0	3	1	0	1	0	0	0	0	2	0	4	2	1	1	0	2	2	0
miR-770	3	0	1	1	3	1	1	1	0	0	0	0	2	0	2	0	2	0	0	1	2	2	0	1	0	5	1	0	1	2	1	0	0	1	2	0	0	0	2	2	3	0	0	2	0	1	0	0	1	2	2	1	0	0	1	0	0	2	0	0	0	1	0
miR-771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-773	636	484	903	422	499	975	134	1511	742	448	1065	553	1477	589	692	502	1074	1417	2055	832	920	568	523	558	1619	689	1050	1463	1072	252	590	743	1109	3225	497	4936	2557	1629	766	497	3374	1544	215	2364	239	641	1209	12	849	649	245	192	340	2105	49	554	750	592	461	442	1901	721	327
miR-774	12	13	5	3	12	5	0	18	0	1	0	1	35	5	4	3	3	0	1	3	0	2	1	1	7	1	2	16	6	0	4	0	5	4	2	18	16	4	4	18	5	4	0	22	5	4	8	1	2	0	1	0	3	7	2	4	5	0	4	4	4	4	6
miR-775	0	0	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	6	2	0	3	0	0	2	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
miR-776	2	1	0	1	2	1	0	2	0	1	0	1	1	2	0	1	0	0	2	1	0	0	0	0	1	0	0	3	1	0	0	0	1	2	0	1	0	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
miR-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-778	5	2	4	1	1	1	1	1	1	2	7	1	3	1	1	2	4	2	7	0	4	0	4	1	6	1	9	14	8	2	8	5	2	15	3	57	16	12	3	2	21	1	4	4	2	2	6	0	2	1	0	2	1	7	0	4	1	1	6	1	9	2	7
miR-779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-783	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-786	5	8	5	2	4	22	4	5	5	4	9	4	13	26	4	13	6	14	19	2	5	1	3	0	6	5	5	14	11	2	12	5	10	47	10	7	5	14	6	1	65	12	2	3	1	8	11	0	6	7	3	0	0	19	0	5	15	5	6	4	20	8	2
miR-787	2	1	0	0	2	0	0	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	0	0	2	1	1	3	0	0	0	0	1	2	0	0	2	1	1	3	6	0	0	4	0	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
miR-788	40	83	14	48	44	13	7	19	16	14	11	6	24	21	23	14	29	28	51	24	40	28	42	27	66	44	57	177	41	22	32	19	75	162	48	111	67	40	51	52	179	61	18	131	21	19	122	2	33	26	31	21	13	62	13	33	53	31	24	39	50	74	10
miR-789	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
